Id,Series_reference,Period,STATUS,UNITS,Magnitude
1,MFGQ.SFA1CA,1992.12,F,Dollars,6
2,MFGQ.SFA1CA,1993.03,F,Dollars,6
3,MFGQ.SFA1CA,1993.06,F,Dollars,6
4,MFGQ.SFA1CA,1993.09,F,Dollars,6
5,MFGQ.SFA1CA,1993.12,F,Dollars,6
6,MFGQ.SFA1CA,1994.03,F,Dollars,6
7,MFGQ.SFA1CA,1994.06,F,Dollars,6
8,MFGQ.SFA1CA,1994.09,F,Dollars,6
9,MFGQ.SFA1CA,1994.12,F,Dollars,6
10,MFGQ.SFA1CA,1995.03,F,Dollars,6
11,MFGQ.SFA1CA,1995.06,F,Dollars,6
12,MFGQ.SFA1CA,1995.09,F,Dollars,6
13,MFGQ.SFA1CA,1995.12,F,Dollars,6
14,MFGQ.SFA1CA,1996.03,F,Dollars,6
15,MFGQ.SFA1CA,1996.06,F,Dollars,6
16,MFGQ.SFA1CA,1996.09,F,Dollars,6
17,MFGQ.SFA1CA,1996.12,F,Dollars,6
18,MFGQ.SFA1CA,1997.03,F,Dollars,6
19,MFGQ.SFA1CA,1997.06,F,Dollars,6
20,MFGQ.SFA1CA,1997.09,F,Dollars,6
21,MFGQ.SFA1CA,1997.12,F,Dollars,6
22,MFGQ.SFA1CA,1998.03,F,Dollars,6
23,MFGQ.SFA1CA,1998.06,F,Dollars,6
24,MFGQ.SFA1CA,1998.09,F,Dollars,6
25,MFGQ.SFA1CA,1998.12,F,Dollars,6
26,MFGQ.SFA1CA,1999.03,F,Dollars,6
27,MFGQ.SFA1CA,1999.06,F,Dollars,6
28,MFGQ.SFA1CA,1999.09,F,Dollars,6
29,MFGQ.SFA1CA,1999.12,F,Dollars,6
30,MFGQ.SFA1CA,2000.03,F,Dollars,6
31,MFGQ.SFA1CA,2000.06,F,Dollars,6
32,MFGQ.SFA1CA,2000.09,F,Dollars,6
33,MFGQ.SFA1CA,2000.12,F,Dollars,6
34,MFGQ.SFA1CA,2001.03,F,Dollars,6
35,MFGQ.SFA1CA,2001.06,F,Dollars,6
36,MFGQ.SFA1CA,2001.09,F,Dollars,6
37,MFGQ.SFA1CA,2001.12,F,Dollars,6
38,MFGQ.SFA1CA,2002.03,F,Dollars,6
39,MFGQ.SFA1CA,2002.06,F,Dollars,6
40,MFGQ.SFA1CA,2002.09,F,Dollars,6
41,MFGQ.SFA1CA,2002.12,F,Dollars,6
42,MFGQ.SFA1CA,2003.03,F,Dollars,6
43,MFGQ.SFA1CA,2003.06,F,Dollars,6
44,MFGQ.SFA1CA,2003.09,F,Dollars,6
45,MFGQ.SFA1CA,2003.12,F,Dollars,6
46,MFGQ.SFA1CA,2004.03,F,Dollars,6
47,MFGQ.SFA1CA,2004.06,F,Dollars,6
48,MFGQ.SFA1CA,2004.09,F,Dollars,6
49,MFGQ.SFA1CA,2004.12,F,Dollars,6
50,MFGQ.SFA1CA,2005.03,F,Dollars,6
51,MFGQ.SFA1CA,2005.06,F,Dollars,6
52,MFGQ.SFA1CA,2005.09,F,Dollars,6
53,MFGQ.SFA1CA,2005.12,F,Dollars,6
54,MFGQ.SFA1CA,2006.03,F,Dollars,6
55,MFGQ.SFA1CA,2006.06,F,Dollars,6
56,MFGQ.SFA1CA,2006.09,F,Dollars,6
57,MFGQ.SFA1CA,2006.12,F,Dollars,6
58,MFGQ.SFA1CA,2007.03,F,Dollars,6
59,MFGQ.SFA1CA,2007.06,F,Dollars,6
60,MFGQ.SFA1CA,2007.09,F,Dollars,6
61,MFGQ.SFA1CA,2007.12,F,Dollars,6
62,MFGQ.SFA1CA,2008.03,F,Dollars,6
63,MFGQ.SFA1CA,2008.06,F,Dollars,6
64,MFGQ.SFA1CA,2008.09,F,Dollars,6
65,MFGQ.SFA1CA,2008.12,F,Dollars,6
66,MFGQ.SFA1CA,2009.03,F,Dollars,6
67,MFGQ.SFA1CA,2009.06,F,Dollars,6
68,MFGQ.SFA1CA,2009.09,F,Dollars,6
69,MFGQ.SFA1CA,2009.12,F,Dollars,6
70,MFGQ.SFA1CA,2010.03,F,Dollars,6
71,MFGQ.SFA1CA,2010.06,F,Dollars,6
72,MFGQ.SFA1CA,2010.09,F,Dollars,6
73,MFGQ.SFA1CA,2010.12,F,Dollars,6
74,MFGQ.SFA1CA,2011.03,F,Dollars,6
75,MFGQ.SFA1CA,2011.06,F,Dollars,6
76,MFGQ.SFA1CA,2011.09,F,Dollars,6
77,MFGQ.SFA1CA,2011.12,F,Dollars,6
78,MFGQ.SFA1CA,2012.03,F,Dollars,6
79,MFGQ.SFA1CA,2012.06,F,Dollars,6
80,MFGQ.SFA1CA,2012.09,F,Dollars,6
81,MFGQ.SFA1CA,2012.12,F,Dollars,6
82,MFGQ.SFA1CA,2013.03,F,Dollars,6
83,MFGQ.SFA1CA,2013.06,F,Dollars,6
84,MFGQ.SFA1CA,2013.09,F,Dollars,6
85,MFGQ.SFA1CA,2013.12,F,Dollars,6
86,MFGQ.SFA1CA,2014.03,F,Dollars,6
87,MFGQ.SFA1CA,2014.06,F,Dollars,6
88,MFGQ.SFA1CA,2014.09,F,Dollars,6
89,MFGQ.SFA1CA,2014.12,F,Dollars,6
90,MFGQ.SFA1CA,2015.03,F,Dollars,6
91,MFGQ.SFA1CA,2015.06,F,Dollars,6
92,MFGQ.SFA1CA,2015.09,F,Dollars,6
93,MFGQ.SFA1CA,2015.12,F,Dollars,6
94,MFGQ.SFA1CA,2016.03,F,Dollars,6
95,MFGQ.SFA1CA,2016.06,F,Dollars,6
96,MFGQ.SFA1CA,2016.09,F,Dollars,6
97,MFGQ.SFA1CA,2016.12,F,Dollars,6
98,MFGQ.SFA1CA,2017.03,F,Dollars,6
99,MFGQ.SFA1CA,2017.06,F,Dollars,6
100,MFGQ.SFA1CA,2017.09,F,Dollars,6
101,MFGQ.SFA1CA,2017.12,F,Dollars,6
102,MFGQ.SFA1CA,2018.03,F,Dollars,6
103,MFGQ.SFA1CA,2018.06,F,Dollars,6
104,MFGQ.SFA1CA,2018.09,F,Dollars,6
105,MFGQ.SFA1CA,2018.12,F,Dollars,6
106,MFGQ.SFA1CA,2019.03,F,Dollars,6
107,MFGQ.SFA1CA,2019.06,F,Dollars,6
108,MFGQ.SFA1CA,2019.09,F,Dollars,6
109,MFGQ.SFA1CA,2019.12,F,Dollars,6
110,MFGQ.SFA1CA,2020.03,F,Dollars,6
111,MFGQ.SFA1CA,2020.06,F,Dollars,6
112,MFGQ.SFA1CA,2020.09,F,Dollars,6
113,MFGQ.SFA1CA,2020.12,F,Dollars,6
114,MFGQ.SFA1CA,2021.03,F,Dollars,6
115,MFGQ.SFA1CA,2021.06,F,Dollars,6
116,MFGQ.SFA1CA,2021.09,F,Dollars,6
117,MFGQ.SFA1CA,2021.12,F,Dollars,6
118,MFGQ.SFA1CA,2022.03,F,Dollars,6
119,MFGQ.SFA1CA,2022.06,F,Dollars,6
120,MFGQ.SFA1CA,2022.09,F,Dollars,6
121,MFGQ.SFA1CA,2022.12,F,Dollars,6
122,MFGQ.SFA1CA,2023.03,F,Dollars,6
123,MFGQ.SFA1CA,2023.06,F,Dollars,6
124,MFGQ.SFA1CA,2023.09,F,Dollars,6
125,MFGQ.SFA1CA,2023.12,F,Dollars,6
126,MFGQ.SFA1CA,2024.03,F,Dollars,6
127,MFGQ.SFA1CAAC,1993.12,F,PERCENT,0
128,MFGQ.SFA1CAAC,1994.03,F,PERCENT,0
129,MFGQ.SFA1CAAC,1994.06,F,PERCENT,0
130,MFGQ.SFA1CAAC,1994.09,F,PERCENT,0
131,MFGQ.SFA1CAAC,1994.12,F,PERCENT,0
132,MFGQ.SFA1CAAC,1995.03,F,PERCENT,0
133,MFGQ.SFA1CAAC,1995.06,F,PERCENT,0
134,MFGQ.SFA1CAAC,1995.09,F,PERCENT,0
135,MFGQ.SFA1CAAC,1995.12,F,PERCENT,0
136,MFGQ.SFA1CAAC,1996.03,F,PERCENT,0
137,MFGQ.SFA1CAAC,1996.06,F,PERCENT,0
138,MFGQ.SFA1CAAC,1996.09,F,PERCENT,0
139,MFGQ.SFA1CAAC,1996.12,F,PERCENT,0
140,MFGQ.SFA1CAAC,1997.03,F,PERCENT,0
141,MFGQ.SFA1CAAC,1997.06,F,PERCENT,0
142,MFGQ.SFA1CAAC,1997.09,F,PERCENT,0
143,MFGQ.SFA1CAAC,1997.12,F,PERCENT,0
144,MFGQ.SFA1CAAC,1998.03,F,PERCENT,0
145,MFGQ.SFA1CAAC,1998.06,F,PERCENT,0
146,MFGQ.SFA1CAAC,1998.09,F,PERCENT,0
147,MFGQ.SFA1CAAC,1998.12,F,PERCENT,0
148,MFGQ.SFA1CAAC,1999.03,F,PERCENT,0
149,MFGQ.SFA1CAAC,1999.06,F,PERCENT,0
150,MFGQ.SFA1CAAC,1999.09,F,PERCENT,0
151,MFGQ.SFA1CAAC,1999.12,F,PERCENT,0
152,MFGQ.SFA1CAAC,2000.03,F,PERCENT,0
153,MFGQ.SFA1CAAC,2000.06,F,PERCENT,0
154,MFGQ.SFA1CAAC,2000.09,F,PERCENT,0
155,MFGQ.SFA1CAAC,2000.12,F,PERCENT,0
156,MFGQ.SFA1CAAC,2001.03,F,PERCENT,0
157,MFGQ.SFA1CAAC,2001.06,F,PERCENT,0
158,MFGQ.SFA1CAAC,2001.09,F,PERCENT,0
159,MFGQ.SFA1CAAC,2001.12,F,PERCENT,0
160,MFGQ.SFA1CAAC,2002.03,F,PERCENT,0
161,MFGQ.SFA1CAAC,2002.06,F,PERCENT,0
162,MFGQ.SFA1CAAC,2002.09,F,PERCENT,0
163,MFGQ.SFA1CAAC,2002.12,F,PERCENT,0
164,MFGQ.SFA1CAAC,2003.03,F,PERCENT,0
165,MFGQ.SFA1CAAC,2003.06,F,PERCENT,0
166,MFGQ.SFA1CAAC,2003.09,F,PERCENT,0
167,MFGQ.SFA1CAAC,2003.12,F,PERCENT,0
168,MFGQ.SFA1CAAC,2004.03,F,PERCENT,0
169,MFGQ.SFA1CAAC,2004.06,F,PERCENT,0
170,MFGQ.SFA1CAAC,2004.09,F,PERCENT,0
171,MFGQ.SFA1CAAC,2004.12,F,PERCENT,0
172,MFGQ.SFA1CAAC,2005.03,F,PERCENT,0
173,MFGQ.SFA1CAAC,2005.06,F,PERCENT,0
174,MFGQ.SFA1CAAC,2005.09,F,PERCENT,0
175,MFGQ.SFA1CAAC,2005.12,F,PERCENT,0
176,MFGQ.SFA1CAAC,2006.03,F,PERCENT,0
177,MFGQ.SFA1CAAC,2006.06,F,PERCENT,0
178,MFGQ.SFA1CAAC,2006.09,F,PERCENT,0
179,MFGQ.SFA1CAAC,2006.12,F,PERCENT,0
180,MFGQ.SFA1CAAC,2007.03,F,PERCENT,0
181,MFGQ.SFA1CAAC,2007.06,F,PERCENT,0
182,MFGQ.SFA1CAAC,2007.09,F,PERCENT,0
183,MFGQ.SFA1CAAC,2007.12,F,PERCENT,0
184,MFGQ.SFA1CAAC,2008.03,F,PERCENT,0
185,MFGQ.SFA1CAAC,2008.06,F,PERCENT,0
186,MFGQ.SFA1CAAC,2008.09,F,PERCENT,0
187,MFGQ.SFA1CAAC,2008.12,F,PERCENT,0
188,MFGQ.SFA1CAAC,2009.03,F,PERCENT,0
189,MFGQ.SFA1CAAC,2009.06,F,PERCENT,0
190,MFGQ.SFA1CAAC,2009.09,F,PERCENT,0
191,MFGQ.SFA1CAAC,2009.12,F,PERCENT,0
192,MFGQ.SFA1CAAC,2010.03,F,PERCENT,0
193,MFGQ.SFA1CAAC,2010.06,F,PERCENT,0
194,MFGQ.SFA1CAAC,2010.09,F,PERCENT,0
195,MFGQ.SFA1CAAC,2010.12,F,PERCENT,0
196,MFGQ.SFA1CAAC,2011.03,F,PERCENT,0
197,MFGQ.SFA1CAAC,2011.06,F,PERCENT,0
198,MFGQ.SFA1CAAC,2011.09,F,PERCENT,0
199,MFGQ.SFA1CAAC,2011.12,F,PERCENT,0
200,MFGQ.SFA1CAAC,2012.03,F,PERCENT,0
201,MFGQ.SFA1CAAC,2012.06,F,PERCENT,0
202,MFGQ.SFA1CAAC,2012.09,F,PERCENT,0
203,MFGQ.SFA1CAAC,2012.12,F,PERCENT,0
204,MFGQ.SFA1CAAC,2013.03,F,PERCENT,0
205,MFGQ.SFA1CAAC,2013.06,F,PERCENT,0
206,MFGQ.SFA1CAAC,2013.09,F,PERCENT,0
207,MFGQ.SFA1CAAC,2013.12,F,PERCENT,0
208,MFGQ.SFA1CAAC,2014.03,F,PERCENT,0
209,MFGQ.SFA1CAAC,2014.06,F,PERCENT,0
210,MFGQ.SFA1CAAC,2014.09,F,PERCENT,0
211,MFGQ.SFA1CAAC,2014.12,F,PERCENT,0
212,MFGQ.SFA1CAAC,2015.03,F,PERCENT,0
213,MFGQ.SFA1CAAC,2015.06,F,PERCENT,0
214,MFGQ.SFA1CAAC,2015.09,F,PERCENT,0
215,MFGQ.SFA1CAAC,2015.12,F,PERCENT,0
216,MFGQ.SFA1CAAC,2016.03,F,PERCENT,0
217,MFGQ.SFA1CAAC,2016.06,F,PERCENT,0
218,MFGQ.SFA1CAAC,2016.09,F,PERCENT,0
219,MFGQ.SFA1CAAC,2016.12,F,PERCENT,0
220,MFGQ.SFA1CAAC,2017.03,F,PERCENT,0
221,MFGQ.SFA1CAAC,2017.06,F,PERCENT,0
222,MFGQ.SFA1CAAC,2017.09,F,PERCENT,0
223,MFGQ.SFA1CAAC,2017.12,F,PERCENT,0
224,MFGQ.SFA1CAAC,2018.03,F,PERCENT,0
225,MFGQ.SFA1CAAC,2018.06,F,PERCENT,0
226,MFGQ.SFA1CAAC,2018.09,F,PERCENT,0
227,MFGQ.SFA1CAAC,2018.12,F,PERCENT,0
228,MFGQ.SFA1CAAC,2019.03,F,PERCENT,0
229,MFGQ.SFA1CAAC,2019.06,F,PERCENT,0
230,MFGQ.SFA1CAAC,2019.09,F,PERCENT,0
231,MFGQ.SFA1CAAC,2019.12,F,PERCENT,0
232,MFGQ.SFA1CAAC,2020.03,F,PERCENT,0
233,MFGQ.SFA1CAAC,2020.06,F,PERCENT,0
234,MFGQ.SFA1CAAC,2020.09,F,PERCENT,0
235,MFGQ.SFA1CAAC,2020.12,F,PERCENT,0
236,MFGQ.SFA1CAAC,2021.03,F,PERCENT,0
237,MFGQ.SFA1CAAC,2021.06,F,PERCENT,0
238,MFGQ.SFA1CAAC,2021.09,F,PERCENT,0
239,MFGQ.SFA1CAAC,2021.12,F,PERCENT,0
240,MFGQ.SFA1CAAC,2022.03,F,PERCENT,0
241,MFGQ.SFA1CAAC,2022.06,F,PERCENT,0
242,MFGQ.SFA1CAAC,2022.09,F,PERCENT,0
243,MFGQ.SFA1CAAC,2022.12,F,PERCENT,0
244,MFGQ.SFA1CAAC,2023.03,F,PERCENT,0
245,MFGQ.SFA1CAAC,2023.06,F,PERCENT,0
246,MFGQ.SFA1CAAC,2023.09,F,PERCENT,0
247,MFGQ.SFA1CAAC,2023.12,F,PERCENT,0
248,MFGQ.SFA1CAAC,2024.03,F,PERCENT,0
249,MFGQ.SFA1CS,1992.12,C,Dollars,6
250,MFGQ.SFA1CS,1993.03,C,Dollars,6
251,MFGQ.SFA1CS,1993.06,C,Dollars,6
252,MFGQ.SFA1CS,1993.09,C,Dollars,6
253,MFGQ.SFA1CS,1993.12,C,Dollars,6
254,MFGQ.SFA1CS,1994.03,C,Dollars,6
255,MFGQ.SFA1CS,1994.06,C,Dollars,6
256,MFGQ.SFA1CS,1994.09,C,Dollars,6
257,MFGQ.SFA1CS,1994.12,C,Dollars,6
258,MFGQ.SFA1CS,1995.03,R,Dollars,6
259,MFGQ.SFA1CS,1995.06,R,Dollars,6
260,MFGQ.SFA1CS,1995.09,R,Dollars,6
261,MFGQ.SFA1CS,1995.12,R,Dollars,6
262,MFGQ.SFA1CS,1996.03,R,Dollars,6
263,MFGQ.SFA1CS,1996.06,R,Dollars,6
264,MFGQ.SFA1CS,1996.09,R,Dollars,6
265,MFGQ.SFA1CS,1996.12,R,Dollars,6
266,MFGQ.SFA1CS,1997.03,R,Dollars,6
267,MFGQ.SFA1CS,1997.06,R,Dollars,6
268,MFGQ.SFA1CS,1997.09,R,Dollars,6
269,MFGQ.SFA1CS,1997.12,R,Dollars,6
270,MFGQ.SFA1CS,1998.03,R,Dollars,6
271,MFGQ.SFA1CS,1998.06,R,Dollars,6
272,MFGQ.SFA1CS,1998.09,R,Dollars,6
273,MFGQ.SFA1CS,1998.12,R,Dollars,6
274,MFGQ.SFA1CS,1999.03,R,Dollars,6
275,MFGQ.SFA1CS,1999.06,R,Dollars,6
276,MFGQ.SFA1CS,1999.09,R,Dollars,6
277,MFGQ.SFA1CS,1999.12,R,Dollars,6
278,MFGQ.SFA1CS,2000.03,R,Dollars,6
279,MFGQ.SFA1CS,2000.06,R,Dollars,6
280,MFGQ.SFA1CS,2000.09,R,Dollars,6
281,MFGQ.SFA1CS,2000.12,R,Dollars,6
282,MFGQ.SFA1CS,2001.03,R,Dollars,6
283,MFGQ.SFA1CS,2001.06,R,Dollars,6
284,MFGQ.SFA1CS,2001.09,R,Dollars,6
285,MFGQ.SFA1CS,2001.12,R,Dollars,6
286,MFGQ.SFA1CS,2002.03,R,Dollars,6
287,MFGQ.SFA1CS,2002.06,R,Dollars,6
288,MFGQ.SFA1CS,2002.09,R,Dollars,6
289,MFGQ.SFA1CS,2002.12,R,Dollars,6
290,MFGQ.SFA1CS,2003.03,R,Dollars,6
291,MFGQ.SFA1CS,2003.06,R,Dollars,6
292,MFGQ.SFA1CS,2003.09,R,Dollars,6
293,MFGQ.SFA1CS,2003.12,R,Dollars,6
294,MFGQ.SFA1CS,2004.03,R,Dollars,6
295,MFGQ.SFA1CS,2004.06,R,Dollars,6
296,MFGQ.SFA1CS,2004.09,R,Dollars,6
297,MFGQ.SFA1CS,2004.12,R,Dollars,6
298,MFGQ.SFA1CS,2005.03,R,Dollars,6
299,MFGQ.SFA1CS,2005.06,R,Dollars,6
300,MFGQ.SFA1CS,2005.09,R,Dollars,6
301,MFGQ.SFA1CS,2005.12,R,Dollars,6
302,MFGQ.SFA1CS,2006.03,R,Dollars,6
303,MFGQ.SFA1CS,2006.06,R,Dollars,6
304,MFGQ.SFA1CS,2006.09,R,Dollars,6
305,MFGQ.SFA1CS,2006.12,R,Dollars,6
306,MFGQ.SFA1CS,2007.03,R,Dollars,6
307,MFGQ.SFA1CS,2007.06,R,Dollars,6
308,MFGQ.SFA1CS,2007.09,R,Dollars,6
309,MFGQ.SFA1CS,2007.12,R,Dollars,6
310,MFGQ.SFA1CS,2008.03,R,Dollars,6
311,MFGQ.SFA1CS,2008.06,R,Dollars,6
312,MFGQ.SFA1CS,2008.09,R,Dollars,6
313,MFGQ.SFA1CS,2008.12,R,Dollars,6
314,MFGQ.SFA1CS,2009.03,R,Dollars,6
315,MFGQ.SFA1CS,2009.06,R,Dollars,6
316,MFGQ.SFA1CS,2009.09,R,Dollars,6
317,MFGQ.SFA1CS,2009.12,R,Dollars,6
318,MFGQ.SFA1CS,2010.03,R,Dollars,6
319,MFGQ.SFA1CS,2010.06,R,Dollars,6
320,MFGQ.SFA1CS,2010.09,R,Dollars,6
321,MFGQ.SFA1CS,2010.12,R,Dollars,6
322,MFGQ.SFA1CS,2011.03,R,Dollars,6
323,MFGQ.SFA1CS,2011.06,R,Dollars,6
324,MFGQ.SFA1CS,2011.09,R,Dollars,6
325,MFGQ.SFA1CS,2011.12,R,Dollars,6
326,MFGQ.SFA1CS,2012.03,R,Dollars,6
327,MFGQ.SFA1CS,2012.06,R,Dollars,6
328,MFGQ.SFA1CS,2012.09,R,Dollars,6
329,MFGQ.SFA1CS,2012.12,R,Dollars,6
330,MFGQ.SFA1CS,2013.03,R,Dollars,6
331,MFGQ.SFA1CS,2013.06,R,Dollars,6
332,MFGQ.SFA1CS,2013.09,R,Dollars,6
333,MFGQ.SFA1CS,2013.12,R,Dollars,6
334,MFGQ.SFA1CS,2014.03,R,Dollars,6
